Source,Reused-Text,Final-annnotation
"I'm software engineer with 3 years of experience in an MNC in India. How to get software job opportunities abroad, specifically in US or UK?",??? ???? ???? ??????? ??? ?? ?? ???????? ??? ??? ??? ?? ??? 3 ??? ?? ????? ???†????? ??? ??? ??? ?? ?????? ?? ??????? ??? ???? ???? ?? ?????? ?? ????? ???? ???? ??? ??????,H
"Did crimes shown by Savdhan India, Crime Patrol, and other similar shows real?","??? ?????? ????? ? ????? ?????? ? ??? ??? ??? ?? ???? ??? ?? ????? ?????? ???? ???? ????? ????? ????",H
"If you want to introduce a friend to Jack Ketchum, what book would you start them off with? I'm thinking RED, PEACEABLE KINGDOM or JOYRIDE‚Ä¶","??? ?? ??? ????? ?? ??? ???? ?? ????? ?????? ???? ?? ?? ?? ???? ???? ?? ?????? ???? ??? ??? ??? ? ???? ?? ??????? ?? ?????? ????? ?? ???? ??? ????? ???",H
How do you convert a torrent file to a DVD file?,?? ??? ?? ?? ??? ?? ?? ?? ???? ??? ??? ????? ???? ??? ????? ?? ???? ????,H
What does it say about someone if they do very well on multiple choice but poorly on the free response of the test?,?? ??? ?? ???? ??? ??? ???? ??? ?? ?? ??? ?? ????? ???? ?? ???? ???? ??? ???? ??? ???? ?? ??? ?? ???? ?? ??? ???? ??? ???? ??? ?? ???? ???,H
What are some of the most amazing concepts given by theoretical physicists which cannot be proved in reality or are too advanced to prove with available resources/technologies?,??????? ??????? ????? ?? ????? ???? ??? ???? ????? ?????? ??? ?? ??? ??? ??? ?? ????? ??? ???? ???? ?????? ??? ?? ?????? ????? / ???????? ?? ????? ???? ???? ?? ??? ??? ???? ????,H
Everyone I've come across doesn't like Donald Trump. Then why do people still predict that he will win the US election?,?? ??? ?? ??? ?? ??? ????? ???? ?? ???? ???? ???? ??? ???? ??? ?? ??? ??? ???? ???? ??? ?? ?? ?????? ???????? ??? ???? ???,H
How can we remove water pollution of rivers?,?? ????? ?? ?????? ?? ???? ??? ?????? ????,H
How do you find a figure labeled this way in a textbook?,?? ?? ????? ??? ??? ?? ??? ?? ???? ??? ??? ?????? ???? ??? ???,H
How do I stop not appreciating things around me?,??? ???? ?? ??? ?? ????? ?? ????? ?? ???? ?? ???? ??????,H
What do you love? Why?,????? ??? ???? ??? ?????,H
Is there any natural remedy for hair regrowth?,??? ????? ?? ?????? ????? ?? ???? ????? ???? ???,H
"Why can't I fall in love with someone? Why I don't feel love, hate, pain or happiness? Why am I always even?","??? ??? ?? ???? ???? ???? ???????†???? ???? ? ???? ? ??? ?? ???? ???? ????? ???? ?????†??? ????? ???? ????",H
What does self-defense teach you?,???? ?? ?? ??? ?????? ???,H
"What do you think when you hear the word, ""Japan""?","?? ?? ?? ??? ""?????"" ???? ??? ?? ?? ?? ??? ???? ???",H
"If I want to say, ""let me know if you can try something and finish doing it"", is it correct to say ""let me know if you could try it""?","??? ??? ?? ???? ????? ??? ? ""???? ?????? ?? ??? ?? ??? ???? ?? ???? ?? ???? ??? ??? ??? ??? ?? ???? ???"" ? ?? ??? ?? ???? ???? ?? ?? ""??? ?? ??? ???? ???? ??"" ?? ???? ???????",H
How do I apply for a PAN card?,??? ??? ???? ?? ??? ?? ??? ??????? ?? ???? ????,H
What are some tips to concentrate when reading or at work? I find my mind wanders and I know I am not being as productive as I should be.,????? ?? ??? ???? ??? ???? ???? ?? ??? ??? ???? ??? ????†??? ???? ???? ?????? ??? ?????? ??? ??? ??? ????? ??? ?? ??? ???? ????? ??? ???? ??? ???? ???? ???? ??????,H
What's the cause of under eye dark circles and what treatments can help?,?????? ?? ??????? ????? ??? ???? ?? ??? ??? ?? ??? ??? ?? ???? ?? ??? ?? ???? ???,H
What's it like to be a trillionaire?,??? ??? ???? ??? ???,H
What can I do if I can't connect games in Windows Live?,??? ?? ????? ????? ??? ???? ????? ?? ???? ??? ?? ??? ??? ?????? ????,H
What are the symptoms of autism in girls?,?????? ??? ???? ?? ?????? ??? ????,H
How do I pick up a girl taller than me?,??? ?? ???? ???? ???? ?? ???? ???????,H
Where can I find the scripts of Desperate Housewives?,???? ????? ?????? ?????? ?? ?????? ???? ?? ?? ???? ????,H
What are some of the QA interview questions?,??????? ?? ??? ?????? ??? ????,H
I am studying BE (engineering) in electronics and communications. I am in 2nd year. But I am very much interested in physics and I want to do research in physics. What should I do to achieve my aim?,??? ?????????? ??? ??????? ??? ?? (?????????) ?? ?????? ??? ??? ???? ??? ????? ??? ??? ???? ???? ??? ????? ?? ??????? ??? ?????? ?? ?????? ???? ??? ??? ???? ??? ????? ???? ????? ???? ??? ??? ?? ?? ???? ???? ?? ? ????? ?????? ????? ????,H
I have studied class 12 PCMB combination. I am going to take CSE. What should I do to make up my computers basic?,??? ?? ???? 12 ?? ?? ??? ?? ?? ?????? ?? ?????? ??? ???†??? ?? ??? ?? ???? ?? ??? ????†???? ??????? ?? ?????? ????? ?? ??? ???? ??? ???? ??????,H
How do I write this program in C++?,??? ?? ++ ??? ?? ??????? ???? ??? ???? ??,H
What are the qualities an Indian must have to get admission in American universities for PG?,?? ?? ?? ??? ?????? ??????????? ??? ????? ???? ???? ?? ??? ??? ????????? ?? ?? ??????? ?? ????? ???,H
How many times a day do a clock‚Äôs hands overlap?,?? ??? ???? ??? ???? ?? ???? ??? ????,H
Whether push ups helps in healing disc bulge?,??? ?? ??? ??? ??? ?? ???? ???? ??? ????? ???,H
Why am I breathing through my mouth during meditation and not my nose?,??? ?????? ?? ????? ???? ??? ?? ???? ???? ?? ??? ??? ??? ???? ??? ?????,H
"What exactly is the ""Vyapam"" scam? Why have so many died because of it?",????? ??????? ????? ??? ??? ?? ?? ??? ?? ??? ???? ???? ??? ????,H
Brucelees death mystery?,??? ?? ???? ?? ???? ???? ???,H
What can you tell about a person from their photo?,??? ??? ?? ????? ?? ?? ?? ?? ???? ??? ??? ??? ???? ????,H
"What are the main imports and exports of Venezuela, and how does Venezuela's industry compare to Cuba's?","???????? ?? ??? ??????? ??? ??????? ??? ??? ? ??? ???????? ?? ???? ??????? ?? ?????? ???? ???? ???",H
How and where do I catch an Eevee in Pok√©mon GO?,??????? ?? ?? ??? ??? ??????? ?? ???? ??? ???? ????,H
Why is it very important to love myself?,"??? ??? ???? ?? ??? ???? ???? ???? ??? ???? ???????",H
How powerful was Radagast the Brown?,??????? ????? ???? ?????? ????,H
"Why do so many people ask ""How do I get rich?"" Shouldn't they ask for knowledge and insight on how to make money, instead of ""get rich, quick?""","??? ???? ??? ""??? ???? ???? ?????? ????"" ???? ?????? ????†??? ????? ""???? ??? ???? ? ???? ???"" ?? ???  ? ???? ????? ?? ???? ??? ??????? ??? ????? ?? ???? ??? ???? ?????? ??????",H
Which is the best modular kitchen in Bangalore?,?????? ?? ?????? ??????? ??? ??? ?? ???,H
How can I recover my emails from my Gmail account?,??? ???? ?? ??? ?? ???? ?? ??? ?????? ?? ???? ??????? ?????? ????,H
Why does Netflix choose to release its new seasons of original shows at 3AM ET/12AM PT?,???? ??? ???? ?? 3A ??? / 12 ??? ?? ?? ?? ??? ??? ??? ?? ?? ??? ?????? ?? ????? ?? ??? ????? ???? ???,H
What did old car enthusiasts think about the revival of the Bugatti brand in the 90s?,90 ?? ????? ??? ????? ????? ?? ????? ?? ???? ??? ??? ?? ????? ?????? ?? ??? ?????,H
What is the derivative of ln (x^2+5x+6) = ln (x+11)?,??? ??? (???? ^ 2 + 5???? + 6) =??? ??? (???? + 11) ?? ???? ??? ???,H
"I have a mixed professional experience (4 Years) in manufacturing Quality and Planning, but I want to transit for Design field (UGNX)! Any Inputs?","??????????? ?????? ??? ?????? ??? ???? ??? ????? ???? ????? ????? (4 ???) ?? ? ???? ??? ?????? ???? (?? ?? ????) ?? ??? ??????? ????? ???!†???? ?? ???",H
What makes a woman or girl unattractive?,???? ?? ???? ?? ?????? ??? ????? ???,H
What's it like to have your spouse cheat on you?,?? ?? ???? ???? ?? ?? ?? ????? ???? ??? ???? ???,H
What are the hardest hip hop/rap songs of all time?,?? ??? ?? ?? ?? ???? ?? ??? / ??? ???? ??? ????,H
How can I learn psychology by myself?,??? ??? ?? ?????? ?? ??? ???? ???? ????,H
What are the condition after 50 days of demonitisation?,??????? ?? 50 ????????? ??? ?? ???? ??? ????,H
How can I do SEO for any website?,??? ??? ??? ??? ???? ?? ??? ??? ?? ?? ???? ?????? ????,H
How long does it take to get as Russian business visa?,???? ???????? ???? ???? ???? ??? ???? ??? ???? ???,H
Does anemia increase irritability?,??? ??? ?? ??? ?? ????? ?? ????? ???,H
How do I deal with dandruff and hair fall?,??? ?? ???? ??? ??? ???? ?? ???? ?? ??? ????? ?? ????,H
How is the Supreme Court of India legislated?,???????? ?? ????? ???? ????? ???? ?? ??? ?? ???? ???,H
How do you sell your soul?,?? ?? ??? ?? ???? ??? ?? ????? ??? ???,H
Does the Supreme Court of India have the power to scrap the articles in the constitution? What can the government do if it wants to oppose SC's verdict? How is the issue finally resolved?,??? ???????? ?? ????? ???? ?? ???? ?? ???????? ?? ??? ???? ?? ?????? ???†??? ?? ????? ???? ?? ????? ?? ?????? ???? ????? ?? ?? ????? ??? ?? ???? ???†??? ?????? ?? ??? ?? ????,H
How can a CA student prepare for SAP and Oracle consulting profiles?,?? ?? ?? ???? ??? ??? ?? ?? ??? ?????? ?????? ???????? ?? ????? ???? ?????? ???,H
Why would some one water cool their keyboard?,??? ??? ?? ???? ?? ?? ?? ???? ?? ????? ???? ???? ???,H
Was Ramanujan murdered by the British?,??????? ??????? ??? ?? ??? ?? ??? ????,H
How do I improve my reading skill?,??? ???? ????? ?? ????? ?? ???? ???? ??????,H
How likely is that the US or Russia will elect someone insane enough to start a nuclear war (excluding Donald Trump)?,???? ????? ?? ?? ?????? ?? ??? ??? ?? ????? ??? (????? ???? ?? ???? ??) ???? ???? ?? ??? ???? ???? ?? ?? ?????? ???? ???,H
Why do parents fight for silly reasons?,?????? ???? ?? ???? ?????? ?? ???? ?? ???? ????,H
How much data do WhatsApp calls consume?,???? ??? ???? ???? ???? ??????? ???? ???,H
"Did Agatha Christie write The Big Four? If not, who did?",??? ?????? ????? ?? ?? ?? ??? ?????†??? ???? ?? ?? ?? ????,H
"What is more power-efficient, in regards to turning on AC Heat in winter. Let it stay on in Auto for a long period or turn it off/on as desired?","???? ???? ??? ?? ?? ????? ?? ???? ???? ?? ????? ??? ? ??? ????? ???? ?? ??? ???†??? ??? ???? ??? ?? ??? ??? ???? ??? ?? ???? / ??? ??? ??????",H
Can I send anyone for jio sim for with my mobile and proofs or Do I need to go there?,??? ??? ???? ?????? ??? ???? ?? ???? ??? ?? ??? ??? ?? ?? ?  ???? ???? ??? ?? ??? ???? ???? ???? ?? ????? ???,H
What are the ways to know what I am interested in?,????? ???? ???? ???? ??? ???? ????? ????,H
Is MGB the new KGB?,??? ??? ?? ?? ??? ?? ?? ?? ???,H
What can a mechanical engineer do?,??????? ??????? ??? ?????? ???,H
"Whenever I sing, my throat feels stuffy. How can I stop this?","?? ??? ??? ???? ??? ? ???? ??? ???? ???? ???†??? ??? ???? ??? ???? ????",H
Have you ever benefitted from drinking water even when not thirsty?,??? ?? ???? ??? ???? ?? ???? ?? ???? ??? ???? ????? ?? ????? ?????? ?? ??? ????? ???,H
"Is Rohit sharma is unsung hero? Why we forget him every time and give credits to kohli, raina etc.?","? ???? ???? ??? ???? ?? ???? ??? ?? ?? ??? ?? ??? ???? ???? ??? ??? ?????? ????? ????? ?? ????? ???? ?? ?????",H
What are good institutes in Pune that provide PMP training and guidance?,???? ??? ???? ?????? ?? ?? ??? ?? ????? ??? ??????? ????? ???? ??? ????,H
Is broadsoft a goog?,??? ???????? ???? ???,H
What does the Starbucks Gold level rewards card provide people with?,????? ??? ???? ??? ?? ????? ???? ????? ?? ??? ???? ???? ????,H
Which is the best programming language to learn for beginners?,???????? ????? ?? ?  ?????? ?? ?  ????? ?????? ????????? ???? ???,H
Do squats work for men?,??? ??????? ????? ?? ??? ??? ???? ????,H
What is the solution for 4*3+2-4/2?,4 * 3 + 2-4 / 2 ?? ?? ??? ???,H
What overall caused WWII to end?,??? ?????? ??? ?? ??? ???? ?? ??? ????? ??? ???? ?? ??? ???,H
What's the coolest demonym?,?? ?? ???? ????? ??? ???,H
How does the Earth's core affect its crust?,???? ?? ?????? ??? ?? ?? ??? ?? ?? ??? ????? ???? ???,H
What's the best way to spend new year's eve in Prague?,???? ??? ??? ??? ?? ??? ?? ?????? ?? ?????? ????? ??? ???,H
How should I prepare for the SNAP 2016?,???? ??? ??? ?? ?? 2016 ?? ??? ?? ??? ????? ???? ??????,H
How is Windows 2000 firewall compared to Avast firewall?,????? ???? ??? ?? ?????? ??? ????? 2000 ???? ??? ???? ???,H
Is it healthy to lose 13 pounds in a month?,??? ??? ??? ??? 13 ????? ????? ?????? ???,H
Why should a man marry ?,???? ??? ???? ?? ???? ???? ??????,H
Is reliance jio offering 1 year of free internet on LYF Smartphones purchase?,??? ??????? ??? ??? ???? ??? ?????? ???? ?? ??????? ?? 1 ??? ??? ??????? ?? ??? ?? ?????? ???,H
What are some problems Indians think India is facing today?,??? ????? ??????????? ?? ???? ?? ?? ????? ?? ?? ????? ?? ??? ????,H
If the pronunciations of the letters V and W are identical in English then why do we include both letters in alphabets?,??? ??? ?? ??? ????? ?? ???? ??????? ??? ????? ??? ?? ??? ?? ??? ??? ??? ????? ??? ?? ???? ???? ???? ????,H
How could I gain weight in a healthy way?,??? ??? ??? ????? ?? ??? ???? ???? ???? ????,H
"What is the next number in the following sequence: 1/2,16,4,15,3,56,_?","?????? ??? ????? ??? ???? ???? ??? ??: 1 / 2?16?4?15?3?56? _?",H
What is the best camera for photography?,???? ????? ?? ??? ?????? ????? ??? ???,H
"Which GPU is better, Nvidia GTX 940MX or Intel Iris 6100?","??? ?? GPU ???? ?? ? Nvidia GTX 940MX ?? ????? ???? 6100?",H
"What is the minimum package offered in IIM-A,B, C,L?","??? ??? ??? ??? ?? ? ?? ? ?? ? ??? ??? ??? ???? ?? ?? ?? ???? ??? ???",H
Has any country other than India ever had Demonetization of their currency notes?,??? ???? ???????? ?? ????? ??? ??? ??? ?? ??? ???? ????? ????? ?? ??????????? ?? ???,H
How many people are going towards using phones to search for local businesses?,???? ??? ????? ??????? ?? ???? ???? ?? ??? ??? ??????? ???? ?? ??? ????? ????,H
What purpose do chiral carbons serve in glucose?,??? ?? ??? ?????? ?????? ?? ??? ???? ????? ??? ???? ??? ??? ?????? ????,H
"In Ancient Rome, slaves were branded. What happened with the brand mark if they were subsequently liberated?","???? ??? ??? ? ?????? ?? ???? ?? ??? ??? ???? ????? ???? ?? ???? ??? ??? ??? ????? ??? ??? ???? ????? ????",H
What is mobile security system?,?????? ???????? ???? ??? ???,H
"If my truck's oil interval is every 7500 miles, do I change it that often or do I still do 3 months if that comes first?","??? ???? ??? ?? ??? ?? ???? ?? 7500 ??? ??? ???? ?? ?? ? ??? ??? ??? ????? ???? ??? ?? ??? ?? ??? 3 ??? ???? ??? ??? ?? ???? ????",H
How can I best invest ‚Çπ5000 over the next 6 months?,???? 6 ?????? ???  ???? ???? ???? ?? ?????? ???? ?? ??? ?????? ????,H
What side dishes would go well with lamb chops?,???? ?? ??? ?? ???? ??? ?? ????? ?? ???? ??? ?? ???? ???,H
How should I celebrate a 2 month anniversary?,???? 2 ??? ?? ?????? ???? ????? ??????,H
Why does she never text me first?,?? ???? ???? ???? ??? ???? ???? ?????,H
Which is better: BITS Goa in chemical or BITS Hyderabad in electrical?,??? ?? ???? ??: ?????? ??? ??? ??? ?? ????????? ??? ??? ?????????,H
"If I told my gf to make my photo as dp,is it wrong?",??? ??? ?? ???? ?? ??? ?? ???? ????? ???? ?? ?? ????? ?? ??? ??? ?? ??? ?? ??? ???,H
What is the solution for the below problem?,??? ??? ?????? ?? ?? ??? ???,H
"In an age where we constantly see the best of other people's work and lives, how do we not feel dissatisfied with our own work and lives?","?? ??? ??? ???? ?? ????? ????? ?? ??? ??? ????? ?? ?????? ??? ?? ?????? ??? ? ?? ???? ??? ??? ????? ?? ?? ??? ??? ??????? ????? ???? ???? ????",H
How much do dental implants cost?,?????? ?? ????????? ?? ???? ???? ???,H
Why hasn't Japan properly atoned for its atrocities in WWII?,????? ?? ????? ????? ??? ??? ??? ???? ????? ?? ??? ????? ????? ?? ????? ???? ???? ????,H
What is the difference between Adderall and Cocaine?,???????? ??? ????? ??? ??? ??? ???,H
What should I do to join an NGO in India?,?????? ??? ??? ?? ??????????? ??????? ????????? ???? ?? ???? ??? ????? ?????? ???? ??? ???? ????,H
Why are there no laws in society to prevent individuals from hoarding wealth?,?????? ??? ???? ?????? ???? ???? ??? ?? ????? ?? ???? ??? ???? ?? ??????,H
Why can't I visit Facebook?,???? ???? ??? ?? ???? ???? ???,H
"What does this phrase mean: ""He was President of that organization until he was dispossessed by the Nazis""?","?? ???? ?? ??? ???? ??: ""?? ?? ????? ?? ??? ??? ?? ?? ?? ?? ?????? ?? ????? ?? ??? ?? ??""?",H
"Is it true that Jesus said that he was ""a son of God"", not ""the son of God""?","??? ?? ?? ?? ?? ???? ?? ??? ??? ?? ?? ""??? ?? ????"" ??? ? ""??? ?? ????"" ?????",H
I have to prepare an assessment of speaking & listening speech. Can I get some ideas on the topic MYSTERY?,???? ????? ???? ??? ???? ?? ?????? ???? ???? ???†??? ??? ????? ?? ????? ?? ??? ?????? ???? ?????? ????,H
"Programmers/developers, what is your home setup like?","????????? / ??????? ? ?? ?? ??? ?? ??? ?? ?? ??? ???",H
Why does Jimmy Wales choose to reside in London instead of the US?,??? ???? ?????? ?? ????? ???? ??? ?? ???? ???? ???? ???? ????,H
What would Michael Jackson think of Donald trump if Michael was alive today?,??? ?????? ?? ???? ???? ?? ?????? ????? ????? ???? ?? ???? ??? ??? ??????,H
What is the most unexpected thing you got to know about your own culture/food/country etc from someone else who does not belong to that culture?,?? ?? ???? ????? / ????? / ?? ????? ?? ????? ???? ???? ??? ??? ??? ??? ?? ????? ??????? ?? ???? ??? ??? ???? ?? ???? ??,H
