Source,Reused-human,Final-annnotation
How much would it cost to construct 2000 sqft area RCC slab?,دو ہزار مربع فٹ کے رقبے پر آر سی سی سلیب بنانے میں کتنا خرچ آئے گا؟,M
How can I reduce my weight in 3 months?,میں تین مہینے میں اپنا وزن کیسے کم کر سکتا ہوں؟,M
"How can you personalize a LinkedIn invitation? I think I just sent a colleague an invitation on LinkedIn, but did not get a chance to personalize it!","ہوٹل یا ہاسپیٹیلٹی انڈسٹری میں اثاثہ جات کا انتظام کس طرح کام کرتا ہے، اور ایک اثاثہ مینیجر کی بنیادی ذمہ داریاں کیا ہوتی ہیں؟",M
What is the best way to counteract anxiety as soon as it starts?,"شادی کے فوائد اور نقصانات کیا ہو سکتے ہیں، اور کیا جدید دور میں اس کا تصور تبدیل ہو چکا ہے؟",M
Which is the third largest country in area?,"اب تک جانوروں کا سب سے ذہین عمل کون سا ریکارڈ کیا گیا ہے، اور اس سے ہمیں کیا سیکھنے کو ملتا ہے؟",M
"I own a multinational company worth $450 million dollars, and I want to prepare my son to be the future CEO. What should I advise him?","میں ایک ملٹی نیشنل کمپنی کا مالک ہوں جس کی مالیت 450 ملین ڈالر ہے، اور میں اپنے بیٹے کو مستقبل کا سی ای او بنانے کے لیے تیار کرنا چاہتا ہوں۔ مجھے اُسے کیا مشورہ دینا چاہیے؟",M
What is the temperament of a Border Collie/German Shepherd mix?,بارڈر کولی اور جرمن شیفرڈ کے ملاپ کے کتے کا مزاج کیسا ہوتا ہے؟,M
How did you feel when you travelled in an airplane for the first time?,جب آپ نے پہلی بار ہوائی جہاز میں سفر کیا تو کیسا محسوس ہوا؟,M
What does it mean to see a white bull in your dream?,خواب میں سفید بیل دیکھنے کا کیا مطلب ہوتا ہے؟,M
Which are the best careers for women?,خواتین کے لیے بہترین کیریئر کون سے ہیں؟,M
Is Breaking Bad an overrated TV series?,کیا بریکنگ بیڈ ایک ضرورت سے زیادہ سراہا گیا ٹی وی سیریز ہے؟,M
How can the following vector concept be solved?,درج ذیل ویکٹر کے تصور کو کیسے حل کیا جا سکتا ہے؟,M
Assuming that x is random variable. Prove mathematically that Î¼x= Î¼ (the mean of the probability distribution is equal to the mean in the population?,فرض کریں کہ x ایک رینڈم ویری ایبل ہے۔ ریاضیاتی طور پر ثابت کریں کہ μx = μ (یعنی پروبیبیلیٹی ڈسٹری بیوشن کا اوسط پوری آبادی کے اوسط کے برابر ہوتا ہے)۔,M
What makes young girls fall for married guys in late thirties or early forties?,نوجوان لڑکیاں عموماً تیس یا چالیس سال کے شادی شدہ مردوں کی طرف کیوں مائل ہوتی ہیں؟,M
I love English.Which stream should I go for in 11th if I'm studying icse ?,مجھے انگریزی زبان سے محبت ہے۔ اگر میں آئی سی ایس ای کے تحت پڑھائی کر رہا ہوں تو گیارہویں جماعت میں کون سا مضمون منتخب کروں؟,M
What makes pilot watches different from the regular ones?,پائلٹ واچز کو عام گھڑیوں سے مختلف کیا بناتا ہے؟,M
How companies make money?,کمپنیاں پیسہ کیسے کماتی ہیں؟,M
What is sin?,گناہ کیا ہوتا ہے؟,M
What was Obama trying to accomplish by agreeing to a Bill O'Reilly interview?,اوباما بل او رائلی کے ساتھ انٹرویو کرنے پر کیا حاصل کرنا چاہتے تھے؟,M
Where do scientists work?,سائنسدان کہاں کام کرتے ہیں؟,M
"Do private wealth managers really make a difference in making a wealthy person wealthier? Also would it be better to have an asset manager if your main source of income is assets (rental space, hotels, and vacation rentals).","کیا پرائیویٹ ویلتھ مینیجر واقعی ایک امیر شخص کو مزید دولت مند بنانے میں فرق ڈال سکتے ہیں؟ نیز، اگر آمدنی کا بنیادی ذریعہ اثاثے ہوں (کرایہ کی جگہیں، ہوٹل، اور چھٹیاں گزارنے کی جگہیں) تو کیا ایسے میں اثاثہ مینیجر رکھنا بہتر ہے؟",M
What is the meaning of âœaverage of the maximum casesâ?,زیادہ سے زیادہ کیسز کا اوسط کا کیا مطلب ہوتا ہے؟,M
What is the one thing you regret doing in your life?,زندگی میں وہ کون سی ایک چیز ہے جس پر آپ کو پچھتاوا ہے؟,M
What happens when you mix sodium chloride and barium nitrate?,جب آپ سوڈیم کلورائیڈ اور بیریم نائٹریٹ کو ملاتے ہیں تو کیا ہوتا ہے؟,M
Why we don't believe in ourselves?,ہم خود پر یقین کیوں نہیں رکھتے؟,M
What has china done to help iraq and syria?,چین نے عراق اور شام کی مدد کے لیے کیا کیا ہے؟,M
Physics: Why is polluted air denser than cold air?,فزکس: آلودہ ہوا ٹھنڈی ہوا سے زیادہ گھنی کیوں ہوتی ہے؟,M
Is there a good pay for reviews site out there?,کیا کوئی ایسا جائز اور اچھا ویب سائٹ ہے جو ریویو لکھنے کے بدلے معقول ادائیگی کرتا ہو؟,M
Where can I hire a hacker?,میں ہیکر کہاں سے ہائر کر سکتا ہوں؟,M
What is the meaning of the future?,مستقبل کا مطلب کیا ہوتا ہے؟,M
What happens when I block a number on whatsapp?,جب میں کسی نمبر کو واٹس ایپ پر بلاک کرتا ہوں تو کیا ہوتا ہے؟,M
Can you present only your work in an academic poster of a research study?,کیا تحقیقاتی مطالعے کے ایک تعلیمی پوسٹر میں صرف اپنا کام پیش کیا جا سکتا ہے؟,M
How can I connect my laptop through phone or tablet?,میں اپنے لیپ ٹاپ کو فون یا ٹیبلٹ کے ذریعے کیسے کنیکٹ کر سکتا ہوں؟,M
What should we do to avoid over thinking and being stressed up?,ہمیں زیادہ سوچنے اور ذہنی دباؤ سے بچنے کے لیے کیا کرنا چاہیے؟,M
How do I prepare for RRB NTPC second stage?,میں آر آر بی این ٹی پی سی کے دوسرے مرحلے کی تیاری کیسے کروں؟,M
"What hotel in Allahabad would be safe for unmarried couples, without the harassment of police, hotel staff, and moral police?","الہ آباد میں کون سا ہوٹل غیر شادی شدہ جوڑوں کے لیے محفوظ ہوگا، جہاں پولیس، ہوٹل اسٹاف یا اخلاقی پولیس کی طرف سے پریشانی نہ ہو؟",M
What is a social justice warrior?,سوشل جسٹس وارئیر کیا ہوتا ہے؟,M
How is mental retardation viewed in Europe?,یورپ میں ذہنی پسماندگی کو کس نظر سے دیکھا جاتا ہے؟,M
Which one is better? Intel HD graphics 4400 or the nvidia geforce 930m 2 gb?,کون سا بہتر ہے؟ انٹیل ایچ ڈی گرافکس 4400 یا اینویڈیا جیفورس 930 ایم 2 جی بی؟,M
How does eclipse force.com IDE work on Macbook pro?,ایکلپس فورس ڈاٹ کام آئی ڈی ای میک بک پرو پر کیسے کام کرتا ہے؟,M
"How does Clinton/Kaine intend to support down-ballot Democrats, and what can we do to elect a Democratic Congress?","کلنٹن/کین ڈیموکریٹ امیدواروں کی مدد کے لیے کیا ارادہ رکھتے ہیں، اور ہم ڈیموکریٹ کانگریس کے انتخاب کے لیے کیا کر سکتے ہیں؟",M
Did India ever tried to invade Pakistan?,کیا بھارت نے کبھی پاکستان پر حملہ کرنے کی کوشش کی؟,M
What are the best exercises for gaining muscles that can be done at home?,گھر پر کیے جا سکنے والے بہترین مسل بنانے والے ورزشیں کون سی ہیں؟,M
What are your views on the movie Flying Colors?,فلم فلائنگ کلرز کے بارے میں آپ کی کیا رائے ہے؟,M
"If math and English or any other language are so far apart in regards to methods of study, etc. why do so many mathematicians use such big words?","اگر ریاضی اور انگریزی یا کوئی اور زبان طریقۂ مطالعہ کے لحاظ سے اتنی مختلف ہیں، تو پھر اتنے زیادہ ریاضی دان اتنے بڑے الفاظ کیوں استعمال کرتے ہیں؟",M
Why CO is a lewis base?,کاربن مونو آکسائیڈ ایک لیوس بیس کیوں ہے؟,M
How can I specifically update a section of my webpage without PHP (I believe GitHub does not support PHP)?,میں اپنی ویب سائٹ کا ایک مخصوص سیکشن پی ایچ پی کے بغیر کیسے اپ ڈیٹ کر سکتا ہوں (کیوں کہ میرا خیال ہے کہ گیٹ ہب پی ایچ پی کو سپورٹ نہیں کرتا)؟,M
What are some new technology or emerging technology for technical seminar?,تکنیکی سیمینار کے لیے کچھ نئی یا ابھرتی ہوئی ٹیکنالوجیز کیا ہیں؟,M
What tripod should I get for my Canon 6D?,میرے Canon 6D کے لیے مجھے کون سا ٹرائیپوڈ خریدنا چاہیے؟,M
How can I make a working model on maths?,میں ریاضی پر ایک عملی ماڈل کیسے بنا سکتا ہوں؟,M
How do people die?,لوگ کیسے مرتے ہیں؟,M
How many ways are there to place 9 identical balls in 3 indistinguishable red boxes and 3 indistinguishable green boxes?,9یکساں گیندوں کو 3 ناقابل تمیز سرخ ڈبوں اور 3 ناقابل تمیز سبز ڈبوں میں رکھنے کے کتنے طریقے ہیں؟,M
What SD card do I need to play videis from my SD card to TV via USB?,مجھے اپنے SD کارڈ سے USB کے ذریعے ٹی وی پر ویڈیوز چلانے کے لیے کون سا SD کارڈ چاہیے؟,M
What questions should I ask a famous person?,مجھے کسی مشہور شخصیت سے کون سے سوالات پوچھنے چاہئیں؟,M
Which Sherlock series is worth watching?,کون سی شرلک سیریز دیکھنے کے قابل ہے؟,M
How do you stop being afraid of everything?,ہر چیز سے ڈرنے سے کیسے نجات حاصل کی جائے؟,M
How do you care for guinea pigs?,گنی پگز کی دیکھ بھال کیسے کی جاتی ہے؟,M
"My friend betrayed me in a terrible way. what is the best way to get closure, revenge, or let go?","میرے دوست نے مجھ سے ایک بھیانک طریقے سے دھوکہ کیا۔ بندش حاصل کرنے، بدلہ لینے یا چھوڑ دینے کا بہترین طریقہ کیا ہے؟",M
After completing the Java lectures should I jump to problem solving on different websites or should I learn some algorithms from MIT lectures?,جاوا کے لیکچرز مکمل کرنے کے بعد کیا مجھے مختلف ویب سائٹس پر مسئلہ حل کرنے کی مشق کرنی چاہیے یا MIT کے لیکچرز سے کچھ الگورتھمز سیکھنے چاہئیں؟,M
